,tweet,label,casefolding,cleaning,tokenization,tokens_freqdist,stopword_removal,converting,stemming
194,Top News Koran Rakyat Merdeka Diungkap Menkes Rebutan Vaksin Covid-19 Antar Negara Kian Sengit @KemenkesRI @BudiGSadikin #Vaksin #Vaksinasi #VaksinasiNasional #GovernmentAction #Corona #coronavirus #COVID19 #Covid_19 #COVID #RakyatMerdeka #RMid,0,top news koran rakyat merdeka diungkap menkes rebutan vaksin covid-19 antar negara kian sengit @kemenkesri @budigsadikin #vaksin #vaksinasi #vaksinasinasional #governmentaction #corona #coronavirus #covid19 #covid_19 #covid #rakyatmerdeka #rmid,top news koran rakyat merdeka diungkap menkes rebutan vaksin covid antar negara kian sengit vaksin vaksinasi vaksinasinasional governmentaction corona coronavirus covid covid covid rakyatmerdeka rmid,"['top', 'news', 'koran', 'rakyat', 'merdeka', 'diungkap', 'menkes', 'rebutan', 'vaksin', 'covid', 'antar', 'negara', 'kian', 'sengit', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'governmentaction', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']",<FreqDist with 21 samples and 25 outcomes>,"['koran', 'rakyat', 'merdeka', 'diungkap', 'menkes', 'rebutan', 'vaksin', 'covid', 'negara', 'kian', 'sengit', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'governmentaction', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']","['koran', 'rakyat', 'merdeka', 'diungkap', 'menkes', 'rebutan', 'vaksin', 'covid', 'negara', 'kian', 'sengit', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'governmentaction', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']","['koran', 'rakyat', 'merdeka', 'ungkap', 'menkes', 'rebut', 'vaksin', 'covid', 'negara', 'kian', 'sengit', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'governmentaction', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']"
195,"Koordinator Komunikasi Publik KPCPEN Arya Sinulingga mengatakan, program vaksinasi gotong royong bakal dilakukan pada tanggal 17 Mei 2021. #vaksingotongroyong #VaksinasiNasional #covid19",1,"koordinator komunikasi publik kpcpen arya sinulingga mengatakan, program vaksinasi gotong royong bakal dilakukan pada tanggal 17 mei 2021. #vaksingotongroyong #vaksinasinasional #covid19",koordinator komunikasi publik kpcpen arya sinulingga mengatakan program vaksinasi gotong royong bakal dilakukan pada tanggal  mei  vaksingotongroyong vaksinasinasional covid,"['koordinator', 'komunikasi', 'publik', 'kpcpen', 'arya', 'sinulingga', 'mengatakan', 'program', 'vaksinasi', 'gotong', 'royong', 'bakal', 'dilakukan', 'pada', 'tanggal', 'mei', 'vaksingotongroyong', 'vaksinasinasional', 'covid']",<FreqDist with 19 samples and 19 outcomes>,"['koordinator', 'komunikasi', 'publik', 'kpcpen', 'arya', 'sinulingga', 'program', 'vaksinasi', 'gotong', 'royong', 'tanggal', 'mei', 'vaksingotongroyong', 'vaksinasinasional', 'covid']","['koordinator', 'komunikasi', 'publik', 'kpcpen', 'arya', 'sinulingga', 'program', 'vaksinasi', 'gotong', 'royong', 'tanggal', 'mei', 'vaksingotongroyong', 'vaksinasinasional', 'covid']","['koordinator', 'komunikasi', 'publik', 'kpcpen', 'arya', 'sinulingga', 'program', 'vaksinasi', 'gotong', 'royong', 'tanggal', 'mei', 'vaksingotongroyong', 'vaksinasinasional', 'covid']"
196,#VaksinasiNasional bagi lansia aman dan efektif dalam mencegah penyebaran virus corona.,1,#vaksinasinasional bagi lansia aman dan efektif dalam mencegah penyebaran virus corona.,vaksinasinasional bagi lansia aman dan efektif dalam mencegah penyebaran virus corona,"['vaksinasinasional', 'bagi', 'lansia', 'aman', 'dan', 'efektif', 'dalam', 'mencegah', 'penyebaran', 'virus', 'corona']",<FreqDist with 11 samples and 11 outcomes>,"['vaksinasinasional', 'lansia', 'aman', 'efektif', 'mencegah', 'penyebaran', 'virus', 'corona']","['vaksinasinasional', 'lansia', 'aman', 'efektif', 'mencegah', 'penyebaran', 'virus', 'corona']","['vaksinasinasional', 'lansia', 'aman', 'efektif', 'cegah', 'sebar', 'virus', 'corona']"
197,"sudah mau sejam nunggu untuk vaksinansi ke 2, petugas masih belum ada, yg piket ga ada ?! #kotatasikmalaya #dinkesRI #DinasKesahatanTasikmalaya #PuskesmasCilembang #VaksinasiNasional #SatgasCovidTasikmalaya",0,"sudah mau sejam nunggu untuk vaksinansi ke 2, petugas masih belum ada, yg piket ga ada ?! #kotatasikmalaya #dinkesri #dinaskesahatantasikmalaya #puskesmascilembang #vaksinasinasional #satgascovidtasikmalaya",sudah mau sejam nunggu untuk vaksinansi ke  petugas masih belum ada yg piket ga ada  kotatasikmalaya dinkesri dinaskesahatantasikmalaya puskesmascilembang vaksinasinasional satgascovidtasikmalaya,"['sudah', 'mau', 'sejam', 'nunggu', 'untuk', 'vaksinansi', 'ke', 'petugas', 'masih', 'belum', 'ada', 'yg', 'piket', 'ga', 'ada', 'kotatasikmalaya', 'dinkesri', 'dinaskesahatantasikmalaya', 'puskesmascilembang', 'vaksinasinasional', 'satgascovidtasikmalaya']",<FreqDist with 20 samples and 21 outcomes>,"['sejam', 'nunggu', 'vaksinansi', 'petugas', 'piket', 'ga', 'kotatasikmalaya', 'dinkesri', 'dinaskesahatantasikmalaya', 'puskesmascilembang', 'vaksinasinasional', 'satgascovidtasikmalaya']","['sejam', 'menunggu', 'vaksinansi', 'petugas', 'piket', 'tidak', 'kotatasikmalaya', 'dinkesri', 'dinaskesahatantasikmalaya', 'puskesmascilembang', 'vaksinasinasional', 'satgascovidtasikmalaya']","['jam', 'tunggu', 'vaksinansi', 'tugas', 'piket', 'tidak', 'kotatasikmalaya', 'dinkesri', 'dinaskesahatantasikmalaya', 'puskesmascilembang', 'vaksinasinasional', 'satgascovidtasikmalaya']"
198,Peneliti mengatakan Vaksin AstraZeneca dapat menyebabkan trombosis di OTAK dalam kasus 'langka' namun WHO mengatakan 'tidak yakin' tentang itu. #VaksinasiNasional,0,peneliti mengatakan vaksin astrazeneca dapat menyebabkan trombosis di otak dalam kasus 'langka' namun who mengatakan 'tidak yakin' tentang itu. #vaksinasinasional,peneliti mengatakan vaksin astrazeneca dapat menyebabkan trombosis di otak dalam kasus langka namun who mengatakan tidak yakin tentang itu vaksinasinasional,"['peneliti', 'mengatakan', 'vaksin', 'astrazeneca', 'dapat', 'menyebabkan', 'trombosis', 'di', 'otak', 'dalam', 'kasus', 'langka', 'namun', 'who', 'mengatakan', 'tidak', 'yakin', 'tentang', 'itu', 'vaksinasinasional']",<FreqDist with 19 samples and 20 outcomes>,"['peneliti', 'vaksin', 'astrazeneca', 'menyebabkan', 'trombosis', 'otak', 'langka', 'who', 'vaksinasinasional']","['peneliti', 'vaksin', 'astrazeneca', 'menyebabkan', 'trombosis', 'otak', 'langka', 'who', 'vaksinasinasional']","['teliti', 'vaksin', 'astrazeneca', 'sebab', 'trombosis', 'otak', 'langka', 'who', 'vaksinasinasional']"
199,"om didu om didu, msih z ga brubah perangai anda om, msih g sadar anda yg menabur anda jga yg menuai, skrg kluar lgi kata2 kya gitu, ntar balik diri anda lagi loh om, sadar om sadar, tuham ga suka #VaksinasiNasional RT @msaid_didu: Sejak kemarin kaum belatung nangka bermunculan - tinggal pitek satu2.",0,"om didu om didu, msih z ga brubah perangai anda om, msih g sadar anda yg menabur anda jga yg menuai, skrg kluar lgi kata2 kya gitu, ntar balik diri anda lagi loh om, sadar om sadar, tuham ga suka #vaksinasinasional rt @msaid_didu: sejak kemarin kaum belatung nangka bermunculan - tinggal pitek satu2.",om didu om didu msih z ga brubah perangai anda om msih g sadar anda yg menabur anda jga yg menuai skrg kluar lgi kata kya gitu ntar balik diri anda lagi loh om sadar om sadar tuham ga suka vaksinasinasional rt didu sejak kemarin kaum belatung nangka bermunculan  tinggal pitek satu,"['om', 'didu', 'om', 'didu', 'msih', 'z', 'ga', 'brubah', 'perangai', 'anda', 'om', 'msih', 'g', 'sadar', 'anda', 'yg', 'menabur', 'anda', 'jga', 'yg', 'menuai', 'skrg', 'kluar', 'lgi', 'kata', 'kya', 'gitu', 'ntar', 'balik', 'diri', 'anda', 'lagi', 'loh', 'om', 'sadar', 'om', 'sadar', 'tuham', 'ga', 'suka', 'vaksinasinasional', 'rt', 'didu', 'sejak', 'kemarin', 'kaum', 'belatung', 'nangka', 'bermunculan', 'tinggal', 'pitek', 'satu']",<FreqDist with 38 samples and 52 outcomes>,"['om', 'didu', 'om', 'didu', 'msih', 'ga', 'brubah', 'perangai', 'om', 'msih', 'sadar', 'menabur', 'jga', 'menuai', 'skrg', 'kluar', 'lgi', 'kya', 'gitu', 'ntar', 'om', 'sadar', 'om', 'sadar', 'tuham', 'ga', 'suka', 'vaksinasinasional', 'didu', 'kemarin', 'kaum', 'belatung', 'nangka', 'bermunculan', 'tinggal', 'pitek']","['om', 'didu', 'om', 'didu', 'msih', 'tidak', 'brubah', 'perangai', 'om', 'msih', 'sadar', 'menabur', 'jaga', 'menuai', 'sekarang', 'keluar', 'lagi', 'kaya', 'gitu', 'ntar', 'om', 'sadar', 'om', 'sadar', 'tuham', 'tidak', 'suka', 'vaksinasinasional', 'didu', 'kemarin', 'kaum', 'belatung', 'nangka', 'bermunculan', 'tinggal', 'pitek']","['om', 'didu', 'om', 'didu', 'msih', 'tidak', 'brubah', 'perangai', 'om', 'msih', 'sadar', 'tabur', 'jaga', 'tuai', 'sekarang', 'keluar', 'lagi', 'kaya', 'gitu', 'ntar', 'om', 'sadar', 'om', 'sadar', 'tuham', 'tidak', 'suka', 'vaksinasinasional', 'didu', 'kemarin', 'kaum', 'belatung', 'nangka', 'muncul', 'tinggal', 'pitek']"
200,Penjelasan Efek Samping Vaksin Covid-19 pada Lansia dan Jadwal 14 April 2021 di Balikpapan  #Corona #Covid_19 #COVID19 #Balikpapan #Kalimantan #KalimantanTimur #Indonesia #coronavirus #VaksinUntukKita #VaksinasiNasional #vaksincorona #vaksinpulihkannegeri,1,penjelasan efek samping vaksin covid-19 pada lansia dan jadwal 14 april 2021 di balikpapan  #corona #covid_19 #covid19 #balikpapan #kalimantan #kalimantantimur #indonesia #coronavirus #vaksinuntukkita #vaksinasinasional #vaksincorona #vaksinpulihkannegeri,penjelasan efek samping vaksin covid pada lansia dan jadwal  april  di balikpapan corona covid covid balikpapan kalimantan kalimantantimur indonesia coronavirus vaksinuntukkita vaksinasinasional vaksincorona vaksinpulihkannegeri,"['penjelasan', 'efek', 'samping', 'vaksin', 'covid', 'pada', 'lansia', 'dan', 'jadwal', 'april', 'di', 'balikpapan', 'corona', 'covid', 'covid', 'balikpapan', 'kalimantan', 'kalimantantimur', 'indonesia', 'coronavirus', 'vaksinuntukkita', 'vaksinasinasional', 'vaksincorona', 'vaksinpulihkannegeri']",<FreqDist with 21 samples and 24 outcomes>,"['penjelasan', 'efek', 'samping', 'vaksin', 'covid', 'lansia', 'jadwal', 'april', 'balikpapan', 'corona', 'covid', 'covid', 'balikpapan', 'kalimantan', 'kalimantantimur', 'indonesia', 'coronavirus', 'vaksinuntukkita', 'vaksinasinasional', 'vaksincorona', 'vaksinpulihkannegeri']","['penjelasan', 'efek', 'samping', 'vaksin', 'covid', 'lansia', 'jadwal', 'april', 'balikpapan', 'corona', 'covid', 'covid', 'balikpapan', 'kalimantan', 'kalimantantimur', 'indonesia', 'coronavirus', 'vaksinuntukkita', 'vaksinasinasional', 'vaksincorona', 'vaksinpulihkannegeri']","['jelas', 'efek', 'samping', 'vaksin', 'covid', 'lansia', 'jadwal', 'april', 'balikpapan', 'corona', 'covid', 'covid', 'balikpapan', 'kalimantan', 'kalimantantimur', 'indonesia', 'coronavirus', 'vaksinuntukkita', 'vaksinasinasional', 'vaksincorona', 'vaksinpulihkannegeri']"
201,jeratan pemicu rizieq shihab berikut anak buahnya akibat pengingkaran karantina kebugaran #IndonesiaMaju #VaksinasiNasional,0,jeratan pemicu rizieq shihab berikut anak buahnya akibat pengingkaran karantina kebugaran #indonesiamaju #vaksinasinasional,jeratan pemicu rizieq shihab berikut anak buahnya akibat pengingkaran karantina kebugaran indonesiamaju vaksinasinasional,"['jeratan', 'pemicu', 'rizieq', 'shihab', 'berikut', 'anak', 'buahnya', 'akibat', 'pengingkaran', 'karantina', 'kebugaran', 'indonesiamaju', 'vaksinasinasional']",<FreqDist with 13 samples and 13 outcomes>,"['jeratan', 'pemicu', 'rizieq', 'shihab', 'anak', 'buahnya', 'akibat', 'pengingkaran', 'karantina', 'kebugaran', 'indonesiamaju', 'vaksinasinasional']","['jeratan', 'pemicu', 'rizieq', 'shihab', 'anak', 'buahnya', 'akibat', 'pengingkaran', 'karantina', 'kebugaran', 'indonesiamaju', 'vaksinasinasional']","['jerat', 'picu', 'rizieq', 'shihab', 'anak', 'buah', 'akibat', 'ingkar', 'karantina', 'bugar', 'indonesiamaju', 'vaksinasinasional']"
202,Sukseskan Program Pemerintah ! Petugas Rutan Tanjung Redeb Laksanakan Vaksinasi Untuk Memutus Penyebaran Covid-19 @divpas_kaltim @DITJEN_PAS @Kemenkumham_RI @kumhamkaltim #vaksincovid19 #VaksinasiNasional #vaksinuntuksemuabangsa #kumhampasti,1,sukseskan program pemerintah ! petugas rutan tanjung redeb laksanakan vaksinasi untuk memutus penyebaran covid-19 @divpas_kaltim @ditjen_pas @kemenkumham_ri @kumhamkaltim #vaksincovid19 #vaksinasinasional #vaksinuntuksemuabangsa #kumhampasti,sukseskan program pemerintah  petugas rutan tanjung redeb laksanakan vaksinasi untuk memutus penyebaran covid kaltim pas ri vaksincovid vaksinasinasional vaksinuntuksemuabangsa kumhampasti,"['sukseskan', 'program', 'pemerintah', 'petugas', 'rutan', 'tanjung', 'redeb', 'laksanakan', 'vaksinasi', 'untuk', 'memutus', 'penyebaran', 'covid', 'kaltim', 'pas', 'ri', 'vaksincovid', 'vaksinasinasional', 'vaksinuntuksemuabangsa', 'kumhampasti']",<FreqDist with 20 samples and 20 outcomes>,"['sukseskan', 'program', 'pemerintah', 'petugas', 'rutan', 'tanjung', 'redeb', 'laksanakan', 'vaksinasi', 'memutus', 'penyebaran', 'covid', 'kaltim', 'pas', 'ri', 'vaksincovid', 'vaksinasinasional', 'vaksinuntuksemuabangsa', 'kumhampasti']","['sukseskan', 'program', 'pemerintah', 'petugas', 'rutan', 'tanjung', 'redeb', 'laksanakan', 'vaksinasi', 'memutus', 'penyebaran', 'covid', 'kaltim', 'pas', 'indonesia', 'vaksincovid', 'vaksinasinasional', 'vaksinuntuksemuabangsa', 'kumhampasti']","['sukses', 'program', 'perintah', 'tugas', 'rutan', 'tanjung', 'redeb', 'laksana', 'vaksinasi', 'putus', 'sebar', 'covid', 'kaltim', 'pas', 'indonesia', 'vaksincovid', 'vaksinasinasional', 'vaksinuntuksemuabangsa', 'kumhampasti']"
203,APARAT TNI TURUN LANGSUNG AMANKAN PELAKSANAAN IBADAH PASKAH. #Korem163Wirasatya #tni_ad #kodam_ix_udayana #puspen_tni #penrem163wirasatya #pendamixudayana #puspenad #humasbangli #infobali #3M_3T #cucitangan #pakaimasker #jagajarak #bersamalawancorona #VaksinasiNasional,1,aparat tni turun langsung amankan pelaksanaan ibadah paskah. #korem163wirasatya #tni_ad #kodam_ix_udayana #puspen_tni #penrem163wirasatya #pendamixudayana #puspenad #humasbangli #infobali #3m_3t #cucitangan #pakaimasker #jagajarak #bersamalawancorona #vaksinasinasional,aparat tni turun langsung amankan pelaksanaan ibadah paskah koremwirasatya tniad kodamixudayana puspentni penremwirasatya pendamixudayana puspenad humasbangli infobali mt cucitangan pakaimasker jagajarak bersamalawancorona vaksinasinasional,"['aparat', 'tni', 'turun', 'langsung', 'amankan', 'pelaksanaan', 'ibadah', 'paskah', 'koremwirasatya', 'tniad', 'kodamixudayana', 'puspentni', 'penremwirasatya', 'pendamixudayana', 'puspenad', 'humasbangli', 'infobali', 'mt', 'cucitangan', 'pakaimasker', 'jagajarak', 'bersamalawancorona', 'vaksinasinasional']",<FreqDist with 23 samples and 23 outcomes>,"['aparat', 'tni', 'turun', 'amankan', 'pelaksanaan', 'ibadah', 'paskah', 'koremwirasatya', 'tniad', 'kodamixudayana', 'puspentni', 'penremwirasatya', 'pendamixudayana', 'puspenad', 'humasbangli', 'infobali', 'mt', 'cucitangan', 'pakaimasker', 'jagajarak', 'bersamalawancorona', 'vaksinasinasional']","['aparat', 'tni', 'turun', 'amankan', 'pelaksanaan', 'ibadah', 'paskah', 'koremwirasatya', 'tniad', 'kodamixudayana', 'puspentni', 'penremwirasatya', 'pendamixudayana', 'puspenad', 'humasbangli', 'infobali', 'mt', 'cucitangan', 'pakaimasker', 'jagajarak', 'bersamalawancorona', 'vaksinasinasional']","['aparat', 'tni', 'turun', 'aman', 'laksana', 'ibadah', 'paskah', 'koremwirasatya', 'tniad', 'kodamixudayana', 'puspentni', 'penremwirasatya', 'pendamixudayana', 'puspenad', 'humasbangli', 'infobali', 'mt', 'cucitangan', 'pakaimasker', 'jagajarak', 'bersamalawancorona', 'vaksinasinasional']"
204,Kok mau vaksin kaya rebutan sembako ya.... Siapa cepat dia dapat... #VaksinasiNasional,0,kok mau vaksin kaya rebutan sembako ya.... siapa cepat dia dapat... #vaksinasinasional,kok mau vaksin kaya rebutan sembako ya siapa cepat dia dapat vaksinasinasional,"['kok', 'mau', 'vaksin', 'kaya', 'rebutan', 'sembako', 'ya', 'siapa', 'cepat', 'dia', 'dapat', 'vaksinasinasional']",<FreqDist with 12 samples and 12 outcomes>,"['vaksin', 'kaya', 'rebutan', 'sembako', 'cepat', 'vaksinasinasional']","['vaksin', 'kaya', 'rebutan', 'sembako', 'cepat', 'vaksinasinasional']","['vaksin', 'kaya', 'rebut', 'sembako', 'cepat', 'vaksinasinasional']"
205,250 ribu orang sudah divaksinasi di Indonesia #VaksinasiNasional,1,250 ribu orang sudah divaksinasi di indonesia #vaksinasinasional, ribu orang sudah divaksinasi di indonesia vaksinasinasional,"['ribu', 'orang', 'sudah', 'divaksinasi', 'di', 'indonesia', 'vaksinasinasional']",<FreqDist with 7 samples and 7 outcomes>,"['ribu', 'divaksinasi', 'indonesia', 'vaksinasinasional']","['ribu', 'divaksinasi', 'indonesia', 'vaksinasinasional']","['ribu', 'vaksinasi', 'indonesia', 'vaksinasinasional']"
206,Banyak maklumat palsu tersebar mengenai vaksin. Ini maklumat terkini! #vaksin #sarawak #vaksinsarawak #VaksinasiNasional #vaksinasi,1,banyak maklumat palsu tersebar mengenai vaksin. ini maklumat terkini! #vaksin #sarawak #vaksinsarawak #vaksinasinasional #vaksinasi,banyak maklumat palsu tersebar mengenai vaksin ini maklumat terkini vaksin sarawak vaksinsarawak vaksinasinasional vaksinasi,"['banyak', 'maklumat', 'palsu', 'tersebar', 'mengenai', 'vaksin', 'ini', 'maklumat', 'terkini', 'vaksin', 'sarawak', 'vaksinsarawak', 'vaksinasinasional', 'vaksinasi']",<FreqDist with 12 samples and 14 outcomes>,"['maklumat', 'palsu', 'tersebar', 'vaksin', 'maklumat', 'terkini', 'vaksin', 'sarawak', 'vaksinsarawak', 'vaksinasinasional', 'vaksinasi']","['maklumat', 'palsu', 'tersebar', 'vaksin', 'maklumat', 'terkini', 'vaksin', 'sarawak', 'vaksinsarawak', 'vaksinasinasional', 'vaksinasi']","['maklumat', 'palsu', 'sebar', 'vaksin', 'maklumat', 'kini', 'vaksin', 'sarawak', 'vaksinsarawak', 'vaksinasinasional', 'vaksinasi']"
207,5 Tempat Orang Sering Tidak Patuh #PakaiMasker - - #lawancovid19 #gerakan5m #protokolkesehatan #vaksinasinasional #papuaindonesia #papua #papuabarat #sorong #manokwari #manokwariselatan #pegununganarfak #kotasorong #sorongselatan #tambrauw #fakfak #kaimana #bintuni #wondama,0,5 tempat orang sering tidak patuh #pakaimasker - - #lawancovid19 #gerakan5m #protokolkesehatan #vaksinasinasional #papuaindonesia #papua #papuabarat #sorong #manokwari #manokwariselatan #pegununganarfak #kotasorong #sorongselatan #tambrauw #fakfak #kaimana #bintuni #wondama, tempat orang sering tidak patuh pakaimasker   lawancovid gerakanm protokolkesehatan vaksinasinasional papuaindonesia papua papuabarat sorong manokwari manokwariselatan pegununganarfak kotasorong sorongselatan tambrauw fakfak kaimana bintuni wondama,"['tempat', 'orang', 'sering', 'tidak', 'patuh', 'pakaimasker', 'lawancovid', 'gerakanm', 'protokolkesehatan', 'vaksinasinasional', 'papuaindonesia', 'papua', 'papuabarat', 'sorong', 'manokwari', 'manokwariselatan', 'pegununganarfak', 'kotasorong', 'sorongselatan', 'tambrauw', 'fakfak', 'kaimana', 'bintuni', 'wondama']",<FreqDist with 24 samples and 24 outcomes>,"['patuh', 'pakaimasker', 'lawancovid', 'gerakanm', 'protokolkesehatan', 'vaksinasinasional', 'papuaindonesia', 'papua', 'papuabarat', 'sorong', 'manokwari', 'manokwariselatan', 'pegununganarfak', 'kotasorong', 'sorongselatan', 'tambrauw', 'fakfak', 'kaimana', 'bintuni', 'wondama']","['patuh', 'pakaimasker', 'lawancovid', 'gerakanm', 'protokolkesehatan', 'vaksinasinasional', 'papuaindonesia', 'papua', 'papuabarat', 'sorong', 'manokwari', 'manokwariselatan', 'pegununganarfak', 'kotasorong', 'sorongselatan', 'tambrauw', 'fakfak', 'kaimana', 'bintuni', 'wondama']","['patuh', 'pakaimasker', 'lawancovid', 'gerakanm', 'protokolkesehatan', 'vaksinasinasional', 'papuaindonesia', 'papua', 'papuabarat', 'sorong', 'manokwari', 'manokwariselatan', 'pegununganarfak', 'kotasorong', 'sorongselatan', 'tambrauw', 'fakfak', 'kaimana', 'bintuni', 'wondama']"
208,Aku sudah vaksin !!!!! #VaksinUntukKita #LindungDiriLindungSemua #VaksinDemiPulihkanRI #VaksinasiNasional,1,aku sudah vaksin !!!!! #vaksinuntukkita #lindungdirilindungsemua #vaksindemipulihkanri #vaksinasinasional,aku sudah vaksin  vaksinuntukkita lindungdirilindungsemua vaksindemipulihkanri vaksinasinasional,"['aku', 'sudah', 'vaksin', 'vaksinuntukkita', 'lindungdirilindungsemua', 'vaksindemipulihkanri', 'vaksinasinasional']",<FreqDist with 7 samples and 7 outcomes>,"['vaksin', 'vaksinuntukkita', 'lindungdirilindungsemua', 'vaksindemipulihkanri', 'vaksinasinasional']","['vaksin', 'vaksinuntukkita', 'lindungdirilindungsemua', 'vaksindemipulihkanri', 'vaksinasinasional']","['vaksin', 'vaksinuntukkita', 'lindungdirilindungsemua', 'vaksindemipulihkanri', 'vaksinasinasional']"
209,FPI meramalkan dibubarkan. dimana keterangan menengok nasib menuturkan bahwa FPI adalah teroris dan pengatur beraneka macam persoalan #IndonesiaMaju #VaksinasiNasional,0,fpi meramalkan dibubarkan. dimana keterangan menengok nasib menuturkan bahwa fpi adalah teroris dan pengatur beraneka macam persoalan #indonesiamaju #vaksinasinasional,fpi meramalkan dibubarkan dimana keterangan menengok nasib menuturkan bahwa fpi adalah teroris dan pengatur beraneka macam persoalan indonesiamaju vaksinasinasional,"['fpi', 'meramalkan', 'dibubarkan', 'dimana', 'keterangan', 'menengok', 'nasib', 'menuturkan', 'bahwa', 'fpi', 'adalah', 'teroris', 'dan', 'pengatur', 'beraneka', 'macam', 'persoalan', 'indonesiamaju', 'vaksinasinasional']",<FreqDist with 18 samples and 19 outcomes>,"['fpi', 'meramalkan', 'dibubarkan', 'dimana', 'keterangan', 'menengok', 'nasib', 'fpi', 'teroris', 'pengatur', 'beraneka', 'indonesiamaju', 'vaksinasinasional']","['fpi', 'meramalkan', 'dibubarkan', 'dimana', 'keterangan', 'menengok', 'nasib', 'fpi', 'teroris', 'pengatur', 'beraneka', 'indonesiamaju', 'vaksinasinasional']","['fpi', 'ramal', 'bubar', 'mana', 'terang', 'tengok', 'nasib', 'fpi', 'teroris', 'atur', 'aneka', 'indonesiamaju', 'vaksinasinasional']"
